JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2458626.367,14.34,,,SG,LGIB,,000-BNC-522,,X24436ER,,0,,Z,14.52,,,SN 2019EIN,AAVSO,STD,,,,
2458626.381,14.29,,,SR,LGIB,,000-BNC-522,,X24436ER,,0,,Z,14.15,,,SN 2019EIN,AAVSO,STD,,,,
2458626.400,15.03,,,SI,LGIB,,000-BNC-522,,X24436ER,,0,,Z,14.01,,,SN 2019EIN,AAVSO,STD,,,,
2458626.412,14.19,,,V,LGIB,,000-BNC-522,,X24436ER,,0,,Z,14.32,,,SN 2019EIN,AAVSO,STD,,,,
2458626.424,14.15,,,R,LGIB,,000-BNC-522,,X24436ER,,0,,Z,13.96,,,SN 2019EIN,AAVSO,STD,,,,
2458626.43706,14.207,0.016,,V,BDG,,ENSEMBLE,UCAC4 652-053507,AAVSO X24423IF,MEAN OF 6 OBS,0,1.024,Z,,15.890,,SN 2019EIN,BAA-VSS,STD,1,,,
2458626.47854,14.24,,,V,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458626.49284,14.21,,,R,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458626.50924,14.35,,,SG,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458626.52352,14.29,,,SR,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458626.54584,14.215,0.02,,V,EHEA,U,ensemble,000-BNC-523,X24436FB,,0,,Z,,14.579,,SN 2019EIN,AAVSO,STD,,,,
2458626.55639,15.06,,,SI,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458626.60977,14.167,0.009,,V,DEY,,000-BNC-522,,X24460JE,NSU RRRT (FAN MTN. OBS) 24-INCH 120S,0,1.01,Z,-11.263,,,SN 2019EIN,AAVSO,STD,,,,
2458626.61458,14.3,,,Vis.,HFF,,14.3,,X24431PN,,,,Z,,,,SN 2019EIN,AAVSO,STD,,,,
2458627.36027,14.41,,,SG,LGIB,,000-BNC-522,,X24436ER,,0,,Z,14.52,,,SN 2019EIN,AAVSO,STD,,,,
2458627.36319,14.25,,,V,WKL,,,,X24429HV,,0,,Z,14.3,14.6,,SN 2019EIN,BAV,STD,,,,
2458627.38079,14.35,,,SR,LGIB,,000-BNC-522,,X24436ER,,0,,Z,14.15,,,SN 2019EIN,AAVSO,STD,,,,
2458627.39839,15.11,,,SI,LGIB,,000-BNC-522,,X24436ER,,0,,Z,14.01,,,SN 2019EIN,AAVSO,STD,,,,
2458627.41920,14.25,,,V,LGIB,,000-BNC-522,,X24436ER,,0,,Z,14.32,,,SN 2019EIN,AAVSO,STD,,,,
2458627.43355,14.25,,,R,LGIB,,000-BNC-522,,X24436ER,,0,,Z,13.96,,,SN 2019EIN,AAVSO,STD,,,,
2458627.43981,14.260,0.009,,V,BDG,,ENSEMBLE,UCAC4 652-053507,AAVSO X24423IF,MEAN OF 7 OBS,0,1.027,Z,,15.906,,SN 2019EIN,BAA-VSS,STD,1,,,
2458627.73772,14.406,0.010,,CV,CDAD,,ENSEMBLE,146,X24437T,,0,1.019,Z,,14.626,,SN 2019EIN,,STD,0,,,
2458627.73845,14.414,0.010,,CV,CDAD,,ENSEMBLE,146,X24437T,,0,1.020,Z,,14.605,,SN 2019EIN,,STD,0,,,
2458627.73918,14.404,0.010,,CV,CDAD,,ENSEMBLE,146,X24437T,,0,1.020,Z,,14.606,,SN 2019EIN,,STD,0,,,
2458627.73991,14.409,0.010,,CV,CDAD,,ENSEMBLE,146,X24437T,,0,1.021,Z,,14.615,,SN 2019EIN,,STD,0,,,
2458627.74064,14.388,0.009,,CV,CDAD,,ENSEMBLE,146,X24437T,,0,1.021,Z,,14.615,,SN 2019EIN,,STD,0,,,
2458627.74137,14.400,0.010,,CV,CDAD,,ENSEMBLE,146,X24437T,,0,1.022,Z,,14.596,,SN 2019EIN,,STD,0,,,
2458627.74209,14.403,0.010,,CV,CDAD,,ENSEMBLE,146,X24437T,,0,1.022,Z,,14.626,,SN 2019EIN,,STD,0,,,
2458627.74284,14.415,0.010,,CV,CDAD,,ENSEMBLE,146,X24437T,,0,1.023,Z,,14.618,,SN 2019EIN,,STD,0,,,
2458627.74356,14.417,0.010,,CV,CDAD,,ENSEMBLE,146,X24437T,,0,1.024,Z,,14.593,,SN 2019EIN,,STD,0,,,
2458627.74429,14.400,0.010,,CV,CDAD,,ENSEMBLE,146,X24437T,,0,1.024,Z,,14.588,,SN 2019EIN,,STD,0,,,
2458627.74502,14.417,0.010,,CV,CDAD,,ENSEMBLE,146,X24437T,,0,1.025,Z,,14.565,,SN 2019EIN,,STD,0,,,
2458627.74575,14.367,0.010,,CV,CDAD,,ENSEMBLE,146,X24437T,,0,1.026,Z,,14.575,,SN 2019EIN,,STD,0,,,
2458628.38214,14.268,0.018,,V,ATE,,143,146,X24429EG,,0,1.017,Z,,14.550,2458628.38431,SN 2019EIN,AAVSO,STD,,,,
2458628.40764,14.5,0.1,,CV,BJMC,,,,from Guide9,,0,,Z,14.0,,,SN 2019EIN,AAVSO,STD,,,,
2458628.593386,14.463,0.014,,V,CDK,,ENSEMBLE,,X244295JH,,0,1.026,Z,,,,SN 2019EIN,AAVSO,STD,,,,
2458628.594849,14.468,0.014,,V,CDK,,ENSEMBLE,,X244295JH,,0,1.024,Z,,,,SN 2019EIN,AAVSO,STD,,,,
2458628.596324,14.466,0.014,,V,CDK,,ENSEMBLE,,X244295JH,,0,1.023,Z,,,,SN 2019EIN,AAVSO,STD,,,,
2458628.597784,14.450,0.014,,V,CDK,,ENSEMBLE,,X244295JH,,0,1.021,Z,,,,SN 2019EIN,AAVSO,STD,,,,
2458628.599244,14.475,0.014,,V,CDK,,ENSEMBLE,,X244295JH,,0,1.020,Z,,,,SN 2019EIN,AAVSO,STD,,,,
2458628.600704,14.459,0.014,,V,CDK,,ENSEMBLE,,X244295JH,,0,1.019,Z,,,,SN 2019EIN,AAVSO,STD,,,,
2458629.33,14.6,,,Vis.,BOZ,,143,146,190525,,,,Z,,,,SN 2019EIN,MCSE,STD,,,,
2458629.346,14.52,0.17,,R,BJOK,,CAL,,,,0,,Z,14.49,,,SN 2019EIN,,STD,,,,
2458629.35384,14.52,0.17,,V,BJOK,,CAL,,,,0,,Z,14.32,,,SN 2019EIN,,STD,,,,
2458629.42083,14.2,,,Vis.,OJR,,141,,X244299,,,,Z,,,,SN 2019EIN,ROEVM,STD,,,,
2458629.43750,14.2,,,Vis.,DMIB,,13.5,14.3,X24429EG,,,,Z,,,,SN 2019EIN,AAVSO,STD,,,,
2458629.47359,14.46,,,V,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458629.48976,14.50,,,R,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458629.50384,14.60,,,SG,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458629.51837,14.59,,,SR,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458629.53247,15.34,,,SI,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458629.54233,14.473,0.03,,V,EHEA,,ensemble,000-BNC-523,X24436FB,,0,,Z,,14.574,,SN 2019EIN,AAVSO,STD,,,,
2458629.83230,14.44,.02,,V,BLP,,143,146,X24419EG,,0,1.30,Z,14.323,14.57,,SN 2019EIN,MCSE,STD,MCSE,,,
2458630.38611,14.3,,,Vis.,TYS,,143,146,X24431ABA,VISUAL FROM SLOOH DIGITAL IMAGE.,,,Z,,,,SN 2019ein,AAVSO,STD,,,,
2458630.46641,14.494,0.013,,V,BDG,,ENSEMBLE,UCAC4 652-053507,AAVSO X24423IF,MEAN OF 5 OBS,0,1.058,Z,,15.891,,SN 2019EIN,BAA-VSS,STD,1,,,
2458630.57943,14.950,0.108,,B,CDZ,,000-BNC-522,000-BNC-523,X24431O,,0,1.421,Z,-4.532,-4.114,,SN 2019EIN,AAVSO,STD,,,,
2458630.58532,14.442,0.044,,V,CDZ,,000-BNC-522,000-BNC-523,X24431O,,0,1.460,Z,-5.708,-5.474,,SN 2019EIN,AAVSO,STD,,,,
2458630.58532,14.453,0.043,,V,CDZ,,000-BNC-522,000-BNC-523,X24431O,,0,1.460,Z,-5.732,-5.488,,SN 2019EIN,AAVSO,STD,,,,
2458630.58832,14.416,0.036,,R,CDZ,,000-BNC-522,000-BNC-523,X24431O,,0,1.481,Z,-6.228,-6.083,,SN 2019EIN,AAVSO,STD,,,,
2458630.59133,14.572,0.102,,I,CDZ,,000-BNC-522,000-BNC-523,X24431O,,0,1.503,Z,-5.351,-5.278,,SN 2019EIN,AAVSO,STD,,,,
2458631.39499,14.453,0.092,,V,RZD,,ENSEMBLE,,X24443EHL,,0,1.037,Z,,,,SN 2019EIN,AAVSO,STD,,,,
2458631.64450,14.584,0.009,,V,DEY,,000-BNC-522,,X24460JE,NSU RRRT (FAN MTN. OBS) 24-INCH 120S,0,1.01,Z,-12.200,,,SN 2019EIN,AAVSO,STD,,,,
2458631.70816,14.568,0.032,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.011,Z,,14.597,,SN 2019EIN,,STD,0,,,
2458631.70852,14.612,0.035,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.011,Z,,14.575,,SN 2019EIN,,STD,0,,,
2458631.70889,14.549,0.033,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.011,Z,,14.597,,SN 2019EIN,,STD,0,,,
2458631.70925,14.534,0.035,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.011,Z,,14.514,,SN 2019EIN,,STD,0,,,
2458632.37839,14.603,0.004,,V,ATE,,143,146,X16659HL,,0,1.011,Z,,14.612,2458632.38033,SN 2019EIN,AAVSO,STD,,,,
2458632.5768,14.6225,0.023,,V,CDK,,ENSEMBLE,,X24429JH,AVERAGE OF 4 OBS.,0,1.032,Z,,,,SN 2019EIN,AAVSO,STD,,,,
2458632.582642,14.6153,0.022,,V,CDK,,ENSEMBLE,,X24429JH,AVERAGE OF 4 OBS.,0,1.025,Z,,,,SN 2019EIN,AAVSO,STD,,,,
2458632.58401,15.256,0.119,,B,CDZ,,000-BNC-522,000-BNC-523,X24431O,,0,1.489,Z,-4.600,-4.163,,SN 2019EIN,AAVSO,STD,,,,
2458632.588493,14.6248,0.0212,,V,CDK,,ENSEMBLE,,X24429JH,AVERAGE OF 4 OBS.,0,1.019,Z,,,,SN 2019EIN,AAVSO,STD,,,,
2458632.60402,14.559,0.038,,V,CDZ,,000-BNC-522,000-BNC-523,X24431O,,0,1.655,Z,-5.914,-5.669,,SN 2019EIN,AAVSO,STD,,,,
2458632.60702,14.479,0.030,,R,CDZ,,000-BNC-522,000-BNC-523,X24431O,,0,1.684,Z,-6.453,-6.297,,SN 2019EIN,AAVSO,STD,,,,
2458632.60906,14.188,0.023,,TG,DEY,,000-BNC-522,,X24460JE,APT ZAP STD RGB TO BVRC TRANSFORM USING NGC 7790,1,1.0,Z,-9.684,,,SN 2019ein,AAVSO,STD,1,,,
2458632.60906,15.055,0.033,,TB,DEY,,000-BNC-522,,X24460JE,APT ZAP STD RGB TO BVRC TRANSFORM USING NGC 7790,1,1.0,Z,-9.338,,,SN 2019ein,AAVSO,STD,1,,,
2458632.60906,13.714,0.033,,TR,DEY,,000-BNC-522,,X24460JE,APT ZAP STD RGB TO BVRC TRANSFORM USING NGC 7790,1,1.0,Z,-9.700,,,SN 2019ein,AAVSO,STD,1,,,
2458632.61003,14.557,0.085,,I,CDZ,,000-BNC-522,000-BNC-523,X24431O,,0,1.714,Z,-5.525,-5.460,,SN 2019EIN,AAVSO,STD,,,,
2458632.61971,14.66,,,V,CRAB,,000-BNC-522,,X24450H,,0,1.823,Z,14.32,,,SN 2019EIN,AAVSO,STD,,,,
2458632.66854,14.792,0.037,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.021,Z,,14.590,,SN 2019EIN,,STD,0,,,
2458632.66891,14.733,0.035,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.021,Z,,14.571,,SN 2019EIN,,STD,0,,,
2458632.66927,14.665,0.033,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.020,Z,,14.687,,SN 2019EIN,,STD,0,,,
2458632.66964,14.689,0.032,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.020,Z,,14.626,,SN 2019EIN,,STD,0,,,
2458632.67000,14.719,0.037,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.020,Z,,14.560,,SN 2019EIN,,STD,0,,,
2458632.67037,14.628,0.034,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.020,Z,,14.577,,SN 2019EIN,,STD,0,,,
2458632.67073,14.612,0.034,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.019,Z,,14.525,,SN 2019EIN,,STD,0,,,
2458632.67110,14.654,0.033,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.019,Z,,14.605,,SN 2019EIN,,STD,0,,,
2458632.67146,14.692,0.034,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.019,Z,,14.598,,SN 2019EIN,,STD,0,,,
2458633.34861,15.1,0.1,,TB,JPG,,UCAC4-652-053513,,X24453IX,,0,,Z,14.866,,,SN 2019EIN,AAVSO,STD,,,,
2458633.34861,14.5,0.1,,TG,JPG,,UCAC4-652-053513,,X24453IX,,0,,Z,14.323,,,SN 2019EIN,AAVSO,STD,,,,
2458633.34861,14.1,0.1,,TR,JPG,,UCAC4-652-053513,,X24453IX,,0,,Z,13.956,,,SN 2019EIN,AAVSO,STD,,,,
2458633.37917,14.9,,,CV,WKL,,,,X24429HV,,0,,Z,14.6,14.3,,SN 2019EIN,BAV,STD,,,,
2458633.41667,14.3,,,Vis.,OJR,,141,,X244299,,,,Z,,,,SN 2019EIN,ROEVM,STD,,,,
2458633.43767,14.74,,,V,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458633.46098,14.65,,,R,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458633.47508,14.96,,,SG,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458633.48918,14.78,,,SR,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458633.50326,15.34,,,SI,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458633.65635,14.733,0.035,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.030,Z,,14.598,,SN 2019EIN,,STD,0,,,
2458633.65672,14.670,0.032,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.029,Z,,14.565,,SN 2019EIN,,STD,0,,,
2458633.65708,14.710,0.032,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.029,Z,,14.505,,SN 2019EIN,,STD,0,,,
2458633.65745,14.719,0.031,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.028,Z,,14.603,,SN 2019EIN,,STD,0,,,
2458633.65781,14.732,0.032,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.028,Z,,14.544,,SN 2019EIN,,STD,0,,,
2458634.40284,14.78,,,V,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458634.41693,14.72,,,R,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458634.43103,15.03,,,SG,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458634.44513,14.82,,,SR,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458634.45922,15.31,,,SI,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458634.57470,15.545,0.127,,B,CDZ,,000-BNC-522,000-BNC-523,X24431O,,0,1.462,Z,-4.740,-4.258,,SN 2019EIN,AAVSO,STD,,,,
2458634.57510,14.681,0.038,,V,CDZ,,000-BNC-522,000-BNC-523,X24431O,,0,1.465,Z,-5.979,-5.716,,SN 2019EIN,AAVSO,STD,,,,
2458634.57815,14.519,0.030,,R,CDZ,,000-BNC-522,000-BNC-523,X24431O,,0,1.486,Z,-6.475,-6.348,,SN 2019EIN,AAVSO,STD,,,,
2458634.58117,14.506,0.075,,I,CDZ,,000-BNC-522,000-BNC-523,X24431O,,0,1.508,Z,-5.606,-5.546,,SN 2019EIN,AAVSO,STD,,,,
2458634.61111,14.4,,,Vis.,LALB,,143,141,X2446XJ,,,,Z,,,,SN 2019EIN,AAVSO,STD,,,,
2458634.65891,14.785,0.033,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.024,Z,,14.600,,SN 2019EIN,,STD,0,,,
2458634.65927,14.916,0.036,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.024,Z,,14.605,,SN 2019EIN,,STD,0,,,
2458634.65964,14.805,0.034,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.024,Z,,14.533,,SN 2019EIN,,STD,0,,,
2458634.66000,14.785,0.032,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.023,Z,,14.563,,SN 2019EIN,,STD,0,,,
2458634.66037,14.716,0.031,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.023,Z,,14.539,,SN 2019EIN,,STD,0,,,
2458634.75337,14.775,0.011,,V,DEY,,000-BNC-522,,X24460JE,NSU RRRT (FAN MTN. OBS) 24-INCH 120S,0,1.31,Z,-12.152,,,SN 2019EIN,AAVSO,STD,,,,
2458635.36536,14.729,0.015,,V,ATE,,NA,146,X24429EG,,0,1.015,Z,,14.566,2458635.36713,SN 2019EIN,AAVSO,STD,,,,
2458635.37353,14.9,0.1,,CV,BJMC,,,,from Guide9,,0,,Z,14.4,,,SN 2019EIN,AAVSO,STD,,,,
2458635.40417,14.4,,,Vis.,TYS,,143,148,X24431ABA,"""VISUAL FROM SLOOH DIGITAL IMAGE, TRI-G.""",,,Z,,,,SN 2019EIN,AAVSO,STD,,,,
2458635.41916,14.78,,,V,MAND,,000-BNC-522,000-BNC-522,X24436ER,,0,,Z,14.323,14.323,,SN 2019EIN,AAVSO,STD,,,,
2458635.43750,14.4,,,Vis.,OJR,,141,,X244299,,,,Z,,,,SN 2019EIN,ROEVM,STD,,,,
2458635.56549,15.610,0.143,,B,CDZ,,000-BNC-522,000-BNC-523,X24431O,,0,1.419,Z,-4.669,-4.210,,SN 2019EIN,AAVSO,STD,,,,
2458635.57283,14.717,0.040,,V,CDZ,,000-BNC-522,000-BNC-523,X24431O,,0,1.468,Z,-5.931,-5.664,,SN 2019EIN,AAVSO,STD,,,,
2458635.573307,14.799,0.030,,V,CDK,,ENSEMBLE,,X24429JH,,0,1.027,Z,,,,SN 2019EIN,AAVSO,STD,,,,
2458635.5753,14.802,0.031,,V,CDK,,ENSEMBLE,,X24429JH,,0,1.025,Z,,,,SN 2019EIN,AAVSO,STD,,,,
2458635.57586,14.528,0.030,,R,CDZ,,000-BNC-522,000-BNC-523,X24431O,,0,1.489,Z,-6.470,-6.322,,SN 2019EIN,AAVSO,STD,,,,
2458635.576836,14.797,0.028,,V,CDK,,ENSEMBLE,,X24429JH,,0,1.023,Z,,,,SN 2019EIN,AAVSO,STD,,,,
2458635.578297,14.812,0.030,,V,CDK,,ENSEMBLE,,X24429JH,,0,1.022,Z,,,,SN 2019EIN,AAVSO,STD,,,,
2458635.57891,14.468,0.073,,I,CDZ,,000-BNC-522,000-BNC-523,X24431O,,0,1.512,Z,-5.587,-5.525,,SN 2019EIN,AAVSO,STD,,,,
2458635.579757,14.801,0.028,,V,CDK,,ENSEMBLE,,X24429JH,,0,1.020,Z,,,,SN 2019EIN,AAVSO,STD,,,,
2458635.581218,14.797,0.028,,V,CDK,,ENSEMBLE,,X24429JH,,0,1.019,Z,,,,SN 2019EIN,AAVSO,STD,,,,
2458635.58268,14.808,0.028,,V,CDK,,ENSEMBLE,,X24429JH,,0,1.018,Z,,,,SN 2019EIN,AAVSO,STD,,,,
2458635.584089,14.810,0.027,,V,CDK,,ENSEMBLE,,X24429JH,,0,1.016,Z,,,,SN 2019EIN,AAVSO,STD,,,,
2458635.585549,14.852,0.028,,V,CDK,,ENSEMBLE,,X24429JH,,0,1.015,Z,,,,SN 2019EIN,AAVSO,STD,,,,
2458635.586957,14.810,0.027,,V,CDK,,ENSEMBLE,,X24429JH,,0,1.014,Z,,,,SN 2019EIN,AAVSO,STD,,,,
2458635.65771,14.942,0.038,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.023,Z,,14.617,,SN 2019EIN,,STD,0,,,
2458635.65807,14.841,0.036,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.023,Z,,14.548,,SN 2019EIN,,STD,0,,,
2458635.65844,14.902,0.034,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.022,Z,,14.588,,SN 2019EIN,,STD,0,,,
2458635.65881,14.784,0.032,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.022,Z,,14.544,,SN 2019EIN,,STD,0,,,
2458635.65917,14.796,0.038,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.022,Z,,14.606,,SN 2019EIN,,STD,0,,,
2458635.767407,14.77,0.02,,V,BLP,,143,146,X24419EG,,0,1.11,Z,14.323,14.57,,SN 2019EIN,MCSE,STD,MCSE,,,
2458636.42539,14.88,,,V,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458636.43949,14.68,,,R,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458636.44949,14.879,0.02,,V,EHEA,,ensemble,000-BNC-523,X24436FB,,0,,Z,,14.575,,SN 2019EIN,AAVSO,STD,,,,
2458636.45378,15.26,,,SG,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458636.46795,14.81,,,SR,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458636.48205,15.19,,,SI,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458636.48524,14.81,,,V,LGIB,,000-BNC-522,,X24436ER,,0,,Z,14.32,,,SN 2019EIN,AAVSO,STD,,,,
2458636.57389,15.780,0.174,,B,CDZ,,000-BNC-522,000-BNC-523,X24431O,,0,1.495,Z,-4.606,-4.136,,SN 2019EIN,AAVSO,STD,,,,
2458636.57690,14.771,0.045,,V,CDZ,,000-BNC-522,000-BNC-523,X24431O,,0,1.517,Z,-5.841,-5.586,,SN 2019EIN,AAVSO,STD,,,,
2458636.57994,14.513,0.033,,R,CDZ,,000-BNC-522,000-BNC-523,X24431O,,0,1.541,Z,-6.375,-6.224,,SN 2019EIN,AAVSO,STD,,,,
2458636.59169,14.413,0.078,,I,CDZ,,000-BNC-522,000-BNC-523,X24431O,,0,1.642,Z,-5.498,-5.439,,SN 2019EIN,AAVSO,STD,,,,
2458636.60550,14.831,0.013,,V,DEY,,000-BNC-522,,X24460JE,NSU RRRT (FAN MTN. OBS) 24-INCH 120S,0,1.00,Z,-11.741,,,SN 2019EIN,AAVSO,STD,,,,
2458636.63153,14.795,0.021,,TG,DEY,,000-BNC-522,,X24460JE,PENTAX KP + 127MM  F6.67 NO CAL YET ZAP,0,1.0,Z,-10.334,,,SN 2019EIN,AAVSO,STD,2,,,
2458636.63153,15.701,0.034,,TB,DEY,,000-BNC-522,,X24460JE,PENTAX KP + 127MM  F6.67 NO CAL YET ZAP,0,1.0,Z,-9.860,,,SN 2019EIN,AAVSO,STD,2,,,
2458636.63153,14.476,0.038,,TR,DEY,,000-BNC-522,,X24460JE,PENTAX KP + 127MM  F6.67 NO CAL YET ZAP,0,1.0,Z,-9.450,,,SN 2019EIN,AAVSO,STD,2,,,
2458636.63420,14.86,,,V,CRAB,,000-BNC-522,,X24450H,,0,2.186,Z,14.32,,,SN 2019EIN,AAVSO,STD,,,,
2458636.65949,14.873,0.049,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.020,Z,,14.466,,SN 2019EIN,,STD,0,,,
2458636.65986,14.843,0.035,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.019,Z,,14.597,,SN 2019EIN,,STD,0,,,
2458636.66022,14.725,0.037,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.019,Z,,14.560,,SN 2019EIN,,STD,0,,,
2458636.66059,14.928,0.038,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.019,Z,,14.567,,SN 2019EIN,,STD,0,,,
2458636.66095,14.892,0.038,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.019,Z,,14.634,,SN 2019EIN,,STD,0,,,
2458637.38069,15.33,,,SG,LGIB,,000-BNC-522,,X24436ER,,0,,Z,14.52,,,SN 2019EIN,AAVSO,STD,,,,
2458637.39346,14.87,,,V,MAND,,000-BNC-522,000-BNC-522,X24436ER,,0,,Z,14.323,14.323,,SN 2019EIN,AAVSO,STD,,,,
2458637.39429,14.80,,,SR,LGIB,,000-BNC-522,,X24436ER,,0,,Z,14.15,,,SN 2019EIN,AAVSO,STD,,,,
2458637.40459,15.21,,,SI,LGIB,,000-BNC-522,,X24436ER,,0,,Z,14.01,,,SN 2019EIN,AAVSO,STD,,,,
2458637.41690,14.97,,,V,LGIB,,000-BNC-522,,X24436ER,,0,,Z,14.32,,,SN 2019EIN,AAVSO,STD,,,,
2458637.42337,14.908,0.01,,V,EHEA,U,ensemble,000-BNC-523,X24436FB,,0,,Z,,14.573,,SN 2019EIN,AAVSO,STD,,,,
2458637.43054,14.65,,,R,LGIB,,000-BNC-522,,X24436ER,,0,,Z,13.96,,,SN 2019EIN,AAVSO,STD,,,,
2458637.65638,14.948,0.042,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.020,Z,,14.536,,SN 2019EIN,,STD,0,,,
2458637.65674,14.971,0.048,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.020,Z,,14.445,,SN 2019EIN,,STD,0,,,
2458637.65711,14.981,0.044,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.019,Z,,14.572,,SN 2019EIN,,STD,0,,,
2458637.65748,15.017,0.046,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.019,Z,,14.581,,SN 2019EIN,,STD,0,,,
2458637.65784,14.965,0.041,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.019,Z,,14.576,,SN 2019EIN,,STD,0,,,
2458638.35412,14.97,,,V,MMAO,,000-BNC-522,,X24469AG,,0,,Z,14.32,,,SN 2019EIN,AAVSO,STD,,,,
2458638.53687,15.03,,,V,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
