JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2458638.57730,15.51,,,SG,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458638.58194,14.8,,,Vis.,LALB,,143,141,X24461XJ,,,,Z,,,,SN 2019EIN,AAVSO,STD,,,,
2458638.59192,14.86,,,SR,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458638.59713,14.95,,,V,CRAB,,000-BNC-522,,X24450H,,0,1.752,Z,14.32,,,SN 2019EIN,AAVSO,STD,,,,
2458638.65801,15.110,0.043,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.017,Z,,14.626,,SN 2019EIN,,STD,0,,,
2458638.65837,15.064,0.041,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.017,Z,,14.603,,SN 2019EIN,,STD,0,,,
2458638.65874,14.946,0.037,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.017,Z,,14.646,,SN 2019EIN,,STD,0,,,
2458638.65910,15.043,0.041,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.016,Z,,14.542,,SN 2019EIN,,STD,0,,,
2458638.65947,15.058,0.041,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.016,Z,,14.567,,SN 2019EIN,,STD,0,,,
2458639.36009,15.04,,,V,MMAO,,000-BNC-522,,X24469AG,,0,,Z,14.32,,,SN 2019EIN,AAVSO,STD,,,,
2458639.38795,15.02,,,V,MAND,,000-BNC-522,000-BNC-522,X24436ER,,0,,Z,14.323,14.323,,SN 2019EIN,AAVSO,STD,,,,
2458639.40277,15.54,,,SG,LGIB,,000-BNC-522,,X24436ER,,0,,Z,14.52,,,SN 2019EIN,AAVSO,STD,,,,
2458639.42201,15.06,,,V,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458639.43623,14.72,,,R,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458639.45087,15.10,,,SI,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458639.46181,14.7,,,Vis.,TYS,,143,153,X24423KK,"""VISUAL FROM SLOOH DIGITAL IMAGE, TRI-G.""",,,Z,,,,SN 2019EIN,AAVSO,STD,,,,
2458639.46499,15.57,,,SG,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458639.47909,14.85,,,SR,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458639.78051,15.106,0.043,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.162,Z,,14.584,,SN 2019EIN,,STD,0,,,
2458639.78087,15.127,0.044,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.163,Z,,14.556,,SN 2019EIN,,STD,0,,,
2458639.78124,15.108,0.046,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.164,Z,,14.656,,SN 2019EIN,,STD,0,,,
2458639.78160,15.185,0.045,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.165,Z,,14.583,,SN 2019EIN,,STD,0,,,
2458639.78197,15.101,0.045,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.166,Z,,14.570,,SN 2019EIN,,STD,0,,,
2458640.39916,14.87,,,SR,LGIB,,000-BNC-522,,X24436ER,,0,,Z,14.15,,,SN 2019EIN,AAVSO,STD,,,,
2458640.40657,15.67,,,SG,LGIB,,000-BNC-522,,X24436ER,,0,,Z,14.52,,,SN 2019EIN,AAVSO,STD,,,,
2458640.41491,15.122,0.02,,V,EHEA,,ensemble,000-BNC-523,X24436FB,,0,,Z,,14.567,,SN 2019EIN,AAVSO,STD,,,,
2458640.41581,15.07,,,SI,LGIB,,000-BNC-522,,X24436ER,,0,,Z,14.01,,,SN 2019EIN,AAVSO,STD,,,,
2458640.41994,15.119,0.004,,V,BDG,,ENSEMBLE,UCAC4 652-053507,AAVSO X24423IF,MEAN OF 5 OBS,0,1.038,Z,,15.896,,SN 2019EIN,BAA-VSS,STD,1,,,
2458640.42412,15.11,,,V,LGIB,,000-BNC-522,,X24436ER,,0,,Z,14.32,,,SN 2019EIN,AAVSO,STD,,,,
2458640.43204,14.74,,,R,LGIB,,000-BNC-522,,X24436ER,,0,,Z,13.96,,,SN 2019EIN,AAVSO,STD,,,,
2458640.66005,15.193,0.045,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.013,Z,,14.583,,SN 2019EIN,,STD,0,,,
2458640.66042,15.158,0.051,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.013,Z,,14.626,,SN 2019EIN,,STD,0,,,
2458640.66078,15.217,0.049,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.013,Z,,14.685,,SN 2019EIN,,STD,0,,,
2458640.66115,15.257,0.048,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.013,Z,,14.602,,SN 2019EIN,,STD,0,,,
2458640.66150,15.126,0.045,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.013,Z,,14.628,,SN 2019EIN,,STD,0,,,
2458641.38911,15.4,0.1,,CV,BJMC,,,,from Guide9,,0,,Z,14.4,,,SN 2019EIN,AAVSO,STD,,,,
2458641.67714,15.127,0.046,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.010,Z,,14.611,,SN 2019EIN,,STD,0,,,
2458641.67750,15.238,0.051,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.010,Z,,14.640,,SN 2019EIN,,STD,0,,,
2458641.67787,15.181,0.050,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.010,Z,,14.632,,SN 2019EIN,,STD,0,,,
2458642.35903,15.6,0.1,,TB,JPG,,UCAC4-652-053513,,X24453IX,,0,,Z,14.866,,,SN 2019EIN,AAVSO,STD,,,,
2458642.35903,15.0,0.1,,TG,JPG,,UCAC4-652-053513,,X24453IX,,0,,Z,14.323,,,SN 2019EIN,AAVSO,STD,,,,
2458642.35903,14.7,0.1,,TR,JPG,,UCAC4-652-053513,,X24453IX,,0,,Z,13.956,,,SN 2019EIN,AAVSO,STD,,,,
2458642.37106,15.148,0.032,,V,ATE,,143,146,X24429EG,,0,1.001,Z,,14.563,2458642.37240,SN 2019EIN,AAVSO,STD,,,,
2458642.43750,14.8,,,Vis.,OJR,,143,,X244299,,,,Z,,,,SN 2019EIN,ROEVM,STD,,,,
2458642.58803,15.138,0.056,,V,CDZ,,000-BNC-522,000-BNC-523,X24431O,,0,1.770,Z,-5.894,-5.618,,SN 2019EIN,AAVSO,STD,,,,
2458642.59104,14.707,0.036,,R,CDZ,,000-BNC-522,000-BNC-523,X24431O,,0,1.804,Z,-6.420,-6.270,,SN 2019EIN,AAVSO,STD,,,,
2458642.60273,14.379,0.072,,I,CDZ,,000-BNC-522,000-BNC-523,X24431O,,0,1.950,Z,-5.562,-5.498,,SN 2019EIN,AAVSO,STD,,,,
2458642.60981,16.290,0.068,,B,CDZ,,000-BNC-522,000-BNC-523,X24431O,,0,2.052,Z,-4.480,-4.055,,SN 2019EIN,AAVSO,STD,,,,
2458643.38819,15.2,,,CV,WKL,,,,X24429HV,,0,,Z,14.8,,,SN 2019EIN,BAV,STD,,,,
2458643.40749,15.37,,,V,MMAO,,000-BNC-522,,X24469AG,,0,,Z,14.32,,,SN 2019EIN,AAVSO,STD,,,,
2458643.46450 ,15.38,,,V,MAND,,000-BNC-522,000-BNC-522,X24436ER,,0,,Z,14.323,14.323,,SN 2019EIN,AAVSO,STD,,,,
2458643.46497,15.362,0.01,,V,EHEA,,ensemble,000-BNC-523,X24436FB,,0,,Z,,14.568,,SN 2019EIN,AAVSO,STD,,,,
2458643.68060,15.515,0.062,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.012,Z,,14.582,,SN 2019EIN,,STD,0,,,
2458643.68097,15.561,0.064,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.012,Z,,14.620,,SN 2019EIN,,STD,0,,,
2458643.68133,15.447,0.069,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.012,Z,,14.602,,SN 2019EIN,,STD,0,,,
2458643.68170,15.458,0.058,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.013,Z,,14.613,,SN 2019EIN,,STD,0,,,
2458643.68206,15.450,0.056,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.013,Z,,14.602,,SN 2019EIN,,STD,0,,,
2458645.41378,15.253,0.098,,V,RZD,,ENSEMBLE,,X24471AEU,,0,1.000,Z,,,,SN 2019EIN,AAVSO,STD,,,,
2458645.65579,15.603,0.063,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.010,Z,,14.569,,SN 2019EIN,,STD,0,,,
2458645.65634,15.473,0.065,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.010,Z,,14.541,,SN 2019EIN,,STD,0,,,
2458645.65690,15.578,0.067,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.010,Z,,14.584,,SN 2019EIN,,STD,0,,,
2458645.65745,15.535,0.068,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.010,Z,,14.529,,SN 2019EIN,,STD,0,,,
2458646.40833,<14.3,,,Vis.,OJR,,143,,X244299,,,,Z,,,,SN 2019EIN,ROEVM,STD,,,,
2458646.45833,15.1,,,Vis.,TYS,,143,155,X24431ABA,"""VISUAL FROM SLOOH DIGITAL IMAGE, TRI-G.""",,,Z,,,,SN 2019EIN,AAVSO,STD,,,,
2458646.58762,15.450,0.075,,V,CDZ,,000-BNC-522,000-BNC-523,X24431O,,0,1.895,Z,-5.854,-5.611,,SN 2019EIN,AAVSO,STD,,,,
2458646.59093,15.019,0.047,,R,CDZ,,000-BNC-522,000-BNC-523,X24431O,,0,1.938,Z,-6.421,-6.275,,SN 2019EIN,AAVSO,STD,,,,
2458646.60263,14.668,0.092,,I,CDZ,,000-BNC-522,000-BNC-523,X24431O,,0,2.110,Z,-5.565,-5.493,,SN 2019EIN,AAVSO,STD,,,,
2458646.60848,16.599,0.091,,B,CDZ,,000-BNC-522,000-BNC-523,X24431O,,0,2.209,Z,-4.461,-4.055,,SN 2019EIN,AAVSO,STD,,,,
2458646.66435,15.588,0.064,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.010,Z,,14.578,,SN 2019EIN,,STD,0,,,
2458646.66543,15.610,0.060,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.010,Z,,14.567,,SN 2019EIN,,STD,0,,,
2458646.66597,15.591,0.061,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.010,Z,,14.510,,SN 2019EIN,,STD,0,,,
2458646.66650,15.795,0.075,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.011,Z,,14.579,,SN 2019EIN,,STD,0,,,
2458647.38969,15.701,0.018 ,,V,MAND,,000-BNC-522,000-BNC-522,X24436ER,,0,1.037,Z,14.323,14.323,,SN 2019EIN,AAVSO,STD,,,,
2458647.40492,15.75,,,V,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458647.41902,15.37,,,R,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458647.43311,16.38,,,SG,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458647.45667,15.743,0.03,,V,EHEA,,ensemble,000-BNC-523,X24436FB,,0,,Z,,14.570,,SN 2019EIN,AAVSO,STD,,,,
2458647.46081,15.55,,,SI,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458647.48355,15.49,,,SR,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458647.67339,15.713,0.064,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.014,Z,,14.585,,SN 2019EIN,,STD,0,,,
2458647.67411,15.751,0.064,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.014,Z,,14.550,,SN 2019EIN,,STD,0,,,
2458647.67481,15.710,0.061,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.014,Z,,14.564,,SN 2019EIN,,STD,0,,,
2458647.67553,15.791,0.064,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.015,Z,,14.571,,SN 2019EIN,,STD,0,,,
2458647.67624,15.667,0.057,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.015,Z,,14.584,,SN 2019EIN,,STD,0,,,
2458648.61965,15.699,0.013,,V,DEY,,000-BNC-522,,X24460JE,NSU RRRT (FAN MTN. OBS) 24-INCH 3X120S,0,1.03,Z,-12.383,,,SN 2019EIN,AAVSO,STD,,,,
2458649.38933,15.88,,,V,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458649.40361,15.50,,,R,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458649.41779,16.55,,,SG,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458649.43197,15.63,,,SR,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458649.44606,15.77,,,SI,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458649.45736,15.888,0.034,,V,BDG,,ENSEMBLE,UCAC4 652-053507,AAVSO X24423IF,MEAN OF 10 OBS,0,1.135,Z,,15.869,,SN 2019EIN,BAA-VSS,STD,1,,,
2458649.59882,15.595,0.136,,V,CDZ,,000-BNC-522,000-BNC-523,X24431O,,0,2.183,Z,-5.667,-5.421,,SN 2019EIN,AAVSO,STD,,,,
2458649.60184,15.132,0.080,,R,CDZ,,000-BNC-522,000-BNC-523,X24431O,,0,2.236,Z,-6.254,-6.129,,SN 2019EIN,AAVSO,STD,,,,
2458649.60776,14.748,0.131,,I,CDZ,,000-BNC-522,000-BNC-523,X24431O,,0,2.349,Z,-5.436,-5.366,,SN 2019EIN,AAVSO,STD,,,,
2458649.61179,15.719,0.054,,V,DEY,,000-BNC-522,,X24460JE,NSU RRRT (FAN MTN. OBS) 24-INCH 3X120S,0,1.03,Z,-10.774,,,SN 2019EIN,AAVSO,STD,,,,
2458649.69522,15.854,0.078,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.036,Z,,14.555,,SN 2019EIN,,STD,0,,,
2458649.69593,15.761,0.064,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.037,Z,,14.553,,SN 2019EIN,,STD,0,,,
2458649.69664,15.837,0.070,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.037,Z,,14.596,,SN 2019EIN,,STD,0,,,
2458649.69735,15.730,0.064,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.038,Z,,14.638,,SN 2019EIN,,STD,0,,,
2458649.69807,15.799,0.066,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.039,Z,,14.616,,SN 2019EIN,,STD,0,,,
2458650.45745,15.89,,,V,BJOK,,CAL,,,,0,,Z,14.32,,,SN 2019EIN,,STD,,,,
2458650.45948,15.833,0.03,,V,EHEA,B,ensemble,000-BNC-523,X24436FB,,0,,Z,,14.590,,SN 2019EIN,AAVSO,STD,,,,
2458650.45983,15.48,,,R,BJOK,,CAL,,,,0,,Z,13.96,,,SN 2019EIN,,STD,,,,
2458650.66501,15.871,0.068,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.013,Z,,14.535,,SN 2019EIN,,STD,0,,,
2458650.66572,15.895,0.068,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.014,Z,,14.561,,SN 2019EIN,,STD,0,,,
2458650.66644,15.797,0.063,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.014,Z,,14.598,,SN 2019EIN,,STD,0,,,
2458650.66714,15.852,0.069,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.014,Z,,14.572,,SN 2019EIN,,STD,0,,,
2458650.66786,15.888,0.072,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.015,Z,,14.599,,SN 2019EIN,,STD,0,,,
2458651.42847,16.1,,,CV,WKL,,,,X24429HV,Coast Tenerife,0,,Z,16.2,,,SN 2019EIN,BAV,STD,,,,
2458651.49792,15.8,,,Vis.,TYS,,155,162,X24431ABA,"""VISUAL FROM SLOOH DIGITAL IMAGE, TRI-G.""",,,Z,,,,SN 2019EIN,AAVSO,STD,,,,
2458652.43123,15.95,,,V,MMAO,,000-BNC-522,,X24469AG,,0,,Z,14.32,,,SN 2019EIN,AAVSO,STD,,,,
2458652.51767,15.98,,,V,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458652.53206,15.66,,,R,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458653.39019,15.98,,,V,MMAO,,000-BNC-522,,X24469AG,,0,,Z,14.32,,,SN 2019EIN,AAVSO,STD,,,,
2458653.44868,16.04,,,V,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458653.48089,15.68,,,R,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458653.49505,16.00,,,SI,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458653.50917,16.65,,,SG,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458653.52326,15.82,,,SR,NRNA,,000-BNC-522,,X224429EG,,0,,Z,14.06,,,SN 2019EIN,AAVSO,STD,,,,
2458653.68800,15.853,0.052,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.040,Z,,14.604,,SN 2019EIN,,STD,0,,,
2458653.68872,15.954,0.057,,V,CDAD,,ENSEMBLE,146,X24437T,,0,1.041,Z,,14.603,,SN 2019EIN,,STD,0,,,
